State,Program Name,Program Type,Eligibility Group,"If Other, Describe Eligibility Group","MCO, PIHP, or PAHP Name",MLR Reporting Period Start Date,MLR Reporting Period End Date,Report Year,MLR Numerator,MLR Denominator,State-Reported Member Months,Adjusted MLR,Remittance Dollar Amount for MLR Reporting Period
MN,PMAP,Comprehensive MCO + MLTSS,All populations,,PrimeWest,1/1/2020,12/31/2020,2020,168530497.0,181726468.0,426745.0,,
MN,PMAP,Comprehensive MCO + MLTSS,All populations,,South Country Health Alliance,1/1/2020,12/31/2020,2020,94232181.0,107419415.0,244634.0,,
MN,PMAP,Comprehensive MCO + MLTSS,All populations,,UCare,1/1/2020,12/31/2020,2020,1249732099.0,1349034322.0,3101246.0,,
MN,Seniors,Comprehensive MCO + MLTSS,All populations,,Blue Plus,1/1/2020,12/31/2020,2020,209701847.0,226483778.0,147173.0,,
MN,Seniors,Comprehensive MCO + MLTSS,All populations,,Health Partners,1/1/2020,12/31/2020,2020,99974340.0,112154826.0,74621.0,,
MN,Seniors,Comprehensive MCO + MLTSS,All populations,,Itasca Medical Care,1/1/2020,12/31/2020,2020,11284363.0,10361198.0,8155.0,,
MN,Seniors,Comprehensive MCO + MLTSS,All populations,,Medica,1/1/2020,12/31/2020,2020,280012611.0,305253534.0,179526.0,,
MN,Seniors,Comprehensive MCO + MLTSS,All populations,,PrimeWest,1/1/2020,12/31/2020,2020,38812667.0,36753562.0,34166.0,,
MN,Seniors,Comprehensive MCO + MLTSS,All populations,,South Country Health Alliance,1/1/2020,12/31/2020,2020,30971863.0,35672780.0,27795.0,,
MN,Seniors,Comprehensive MCO + MLTSS,All populations,,Ucare,1/1/2020,12/31/2020,2020,430568685.0,452445035.0,238464.0,,
MN,SNBC,Comprehensive MCO + MLTSS,All populations,,Health Partners,1/1/2020,12/31/2020,2020,104906409.0,111548506.0,86063.0,,
MN,SNBC,Comprehensive MCO + MLTSS,All populations,,Hennepin HealthCare,1/1/2020,12/31/2020,2020,36612881.0,41397435.0,25088.0,,
MN,SNBC,Comprehensive MCO + MLTSS,All populations,,Medica,1/1/2020,12/31/2020,2020,150641402.0,174527282.0,142493.0,,
MN,SNBC,Comprehensive MCO + MLTSS,All populations,,PrimeWest,1/1/2020,12/31/2020,2020,26568709.0,29577193.0,28709.0,,
MN,SNBC,Comprehensive MCO + MLTSS,All populations,,South Country Health Alliance,1/1/2020,12/31/2020,2020,22329157.0,26842183.0,27048.0,,
MN,SNBC,Comprehensive MCO + MLTSS,All populations,,UCare,1/1/2020,12/31/2020,2020,443051012.0,491274029.0,381144.0,,
MO,HealthNet,Comprehensive MCO,All populations,,Home State,5/1/2017,6/30/2018,2018,1043494184.0,1099993205.0,3797320.0,,
MO,HealthNet,Comprehensive MCO,All populations,,MO Care,5/1/2017,6/30/2018,2018,988000935.0,1097777601.0,4018411.0,,
MO,HealthNet,Comprehensive MCO,All populations,,United Care ,5/1/2017,6/30/2018,2018,637350466.0,686886030.0,2278175.0,,
MO,HealthNet,Comprehensive MCO,All populations,,Home State,7/1/2018,6/30/2019,2019,780346988.0,829909328.0,2832674.0,,
MO,HealthNet,Comprehensive MCO,All populations,,MO Care,7/1/2018,6/30/2019,2019,809371310.0,873566346.0,3007711.0,,
MO,HealthNet,Comprehensive MCO,All populations,,United HealthCare,7/1/2018,6/30/2019,2019,578856394.0,620926403.0,1929471.0,,
MO,HealthNet,Comprehensive MCO,All populations,,Healthy Blue,7/1/2019,6/30/2020,2020,797910614.0,892519865.0,2678858.0,,
MO,HealthNet,Comprehensive MCO,All populations,,Home State,7/1/2019,6/30/2020,2020,703788619.0,801379568.0,2484080.0,,
MO,HealthNet,Comprehensive MCO,All populations,,UnitedHealthcare,7/1/2019,6/30/2020,2020,619623432.0,683533681.0,1928444.0,,
MS,Mississippi Coordinated Access Network (MississippiCAN),Comprehensive MCO,All populations,,All Plans,7/1/2017,6/30/2018,2018,2019122027.0,2138599473.0,5635291.0,,0.0
MS,Mississippi Coordinated Access Network (MississippiCAN) ,Comprehensive MCO,All populations,,Magnolia,7/1/2017,6/30/2018,2018,1076396114.0,1136630984.0,2930798.0,,0.0
MS,Mississippi Coordinated Access Network (MississippiCAN) ,Comprehensive MCO,All populations,,United,7/1/2017,6/30/2018,2018,942725913.0,1001968489.0,2705123.0,,0.0
MS,MississippiCAN,Comprehensive MCO,All populations,,Magnolia Health,7/1/2018,6/30/2019,2019,1048877692.0,1112868328.0,2603724.0,,0.0
MS,MississippiCAN,Comprehensive MCO,All populations,,Molina Healthcare of MS,7/1/2018,6/30/2019,2019,154897656.0,157945701.0,338060.0,,0.0
MS,MississippiCAN,Comprehensive MCO,All populations,,"UnitedHeatlhcare of Mississippi, Inc.",7/1/2018,6/30/2019,2019,844323984.0,914573036.0,2283145.0,,0.0
MS,MississippiCAN,Comprehensive MCO,All populations,,Magnolia,7/1/2019,6/30/2020,2020,955145559.0,1050905787.0,2343484.0,,0.0
MS,MississippiCAN,Comprehensive MCO,All populations,,Molina,7/1/2019,6/30/2020,2020,318892755.0,361930684.0,835113.0,,0.0
MS,MississippiCAN,Comprehensive MCO,All populations,,United,7/1/2019,6/30/2020,2020,760206259.0,853790213.0,2040225.0,,0.0
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Alliance Behavioral Healthcare,7/1/2017,6/30/2018,2018,376891476.0,423428797.0,2849913.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Cardinal Innovations Healthcare Solutions,7/1/2017,6/30/2018,2018,666456423.0,735409179.0,5609164.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Eastpointe Human Services,7/1/2017,6/30/2018,2018,232008900.0,263961061.0,2131365.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Partners Behavioral Health Management,7/1/2017,6/30/2018,2018,251352229.0,275583864.0,1845254.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Sandhills Center for MH DD SA,7/1/2017,6/30/2018,2018,247902866.0,268036614.0,2308447.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Trillium Health Resources,7/1/2017,6/30/2018,2018,359992668.0,388079477.0,2568469.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,VAYA Health,7/1/2017,6/30/2018,2018,300749403.0,329588044.0,1982276.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Alliance Behavioral Healthcare,7/1/2018,6/30/2019,2019,392003375.0,425806953.0,2828045.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Cardinal Innovations Healthcare Solutions,7/1/2018,6/30/2019,2019,685811125.0,740744296.0,5448330.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Eastpointe Human Services,7/1/2018,6/30/2019,2019,225337539.0,247429698.0,1896169.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Partners Behavioral Health Management,7/1/2018,6/30/2019,2019,255175802.0,277295861.0,1934701.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Sandhills Center for MH DD SA,7/1/2018,6/30/2019,2019,260971232.0,265998277.0,2259951.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Trillium Health Resources,7/1/2018,6/30/2019,2019,369275416.0,434561513.0,2645570.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,VAYA Health,7/1/2018,6/30/2019,2019,313696384.0,333944660.0,1788331.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Alliance Behavioral Healthcare,7/1/2019,6/30/2020,2020,406724843.0,458666889.0,2827833.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Cardinal Innovations Healthcare Solutions,7/1/2019,6/30/2020,2020,732322234.0,793552401.0,5316080.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Eastpointe Human Services,7/1/2019,6/30/2020,2020,245679422.0,261657207.0,1845957.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Partners Behavioral Health Management,7/1/2019,6/30/2020,2020,295371575.0,330764938.0,1902315.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Sandhills Center for MH DD SA,7/1/2019,6/30/2020,2020,277186151.0,287331335.0,2258742.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,Trillium Health Resources,7/1/2019,6/30/2020,2020,408824767.0,441160571.0,2581738.0,,
NC,Behavioral Health Prepaid Inpatient Health Plan (PIHP) Waiver Program,Behavioral health only,All populations,,VAYA Health,7/1/2019,6/30/2020,2020,307827068.0,337574075.0,1750742.0,,
ND,ND Medicaid Expansion,Comprehensive MCO,Group VIII expansion adult only ,,Sanford Health Plan,7/1/2017,12/31/2017,2017,135125434.0,143647326.0,125101.0,,
ND,ND Medicaid Expansion,Comprehensive MCO,Group VIII expansion adult only ,,Sanford Health Plan,1/1/2018,12/31/2018,2018,283901983.0,295120502.0,250150.0,,
ND,North Dakota Medicaid Expansion,Comprehensive MCO,Group VIII expansion adult only ,,Sanford Health Plan (MCO),1/1/2019,12/31/2019,2019,288149224.0,290128923.0,241579.0,,
ND,Medicaid Expansion,Comprehensive MCO,Group VIII expansion adult only ,,Sanford Health,1/1/2020,12/31/2020,2020,280175770.0,292542320.0,266896.0,,0.0
NE,"Nebraska Dental Managed
Care",Dental only,All populations,,MCNA Nebraska,10/1/2017,6/30/2018,2018,31560834.0,40206731.0,2237192.0,,3076338.0
NE,Heritage Health,Comprehensive MCO,All populations,,Nebraska Total Care,1/1/2018,12/31/2018,2018,387967909.0,433359990.0,995873.0,,0.0
NE,Heritage Health,Comprehensive MCO,All populations,,United Health Care - Midlands ,1/1/2018,12/31/2018,2018,354846718.0,417178796.0,989007.0,,0.0
NE,Heritage Health,Comprehensive MCO,All populations,,WellCare of Nebraska,1/1/2018,12/31/2018,2018,309435746.0,348596465.0,1008261.0,,0.0
NE,Nebraska Dental Managed Care,Dental only,All populations,,MCNA Nebraska,7/1/2018,6/30/2019,2019,40694873.0,53751044.0,2965009.0,,4993514.0
NE,Heritage Health,Comprehensive MCO,All populations,,Nebraska Total Care,1/1/2019,12/31/2019,2019,395902135.0,447978963.0,991561.0,,0.0
NE,Heritage Health,Comprehensive MCO,All populations,,UnitedHealthcare Community Plan of Nebraska,1/1/2019,12/31/2019,2019,381130804.0,432604240.0,985824.0,,0.0
NE,Heritage Health,Comprehensive MCO,All populations,,WellCare of Nebraska,1/1/2019,12/31/2019,2019,332358762.0,346113556.0,999930.0,,0.0
NE,Dental Benefit Manager,Dental only,All populations,,MCNA Nebraska,7/1/2019,6/30/2020,2020,34282583.0,50936868.0,3006821.0,,9013755.0
NE,Heritage Health,Comprehensive MCO,All populations,,Nebraska Total Care,1/1/2020,12/31/2020,2020,423059572.0,488851362.0,1065099.0,,0.0
NE,Heritage Health,Comprehensive MCO,All populations,,United Healthcare Community Plan of Nebraska,1/1/2020,12/31/2020,2020,418406915.0,466395666.0,1061822.0,,0.0
NE,Heritage Health,Comprehensive MCO,All populations,,WellCare of Nebraska,1/1/2020,12/31/2020,2020,332197450.0,379297683.0,1063858.0,,0.0
NH,New Hampshire Medicaid Care Management,Comprehensive MCO,All populations,,New Hampshire Healthy Families,7/1/2017,6/30/2018,2018,229282177.0,249143761.0,685766.0,,
NH,New Hampshire Medicaid Care Management,Comprehensive MCO,All populations,,Well Sense Health Plan,7/1/2017,6/30/2018,2018,267780315.0,283899416.0,805725.0,,
NH,NHHPP,Comprehensive MCO,Group VIII expansion adult only ,,New Hampshire Healthy Families,7/1/2017,6/30/2018,2018,25268370.0,28531455.0,30490.0,,
NH,NHHPP,Comprehensive MCO,Group VIII expansion adult only ,,Well Sense Health Plan,7/1/2017,6/30/2018,2018,37815604.0,42715653.0,45874.0,,
NH,GAHCP,Comprehensive MCO,All populations,,New Hampshire Healthy Families,7/1/2018,6/30/2019,2019,77478274.0,85435008.0,161134.0,,
NH,GAHCP,Comprehensive MCO,All populations,,Well Sense Health Plan,7/1/2018,6/30/2019,2019,101585359.0,108335328.0,183690.0,,
NH,New Hampshire Medicaid Care Management,Comprehensive MCO,All populations,,New Hampshire Healthy Families,7/1/2018,6/30/2019,2019,221124583.0,252708390.0,684016.0,,
NH,New Hampshire Medicaid Care Management,Comprehensive MCO,All populations,,Well Sense Health Plan,7/1/2018,6/30/2019,2019,282093418.0,296860836.0,803882.0,,
NH,Medicaid Care Management ,Comprehensive MCO,Group VIII expansion adult only ,,AmeriHealth Caritas New Hampshire,7/1/2019,6/30/2020,2020,32518474.0,37496873.0,73229.0,,0.0
NH,Medicaid Care Management ,Comprehensive MCO,All populations,,AmeriHealth Caritas New Hampshire,7/1/2019,6/30/2020,2020,18006326.0,20393335.0,67335.0,,0.0
NH,Medicaid Care Management ,Comprehensive MCO,Group VIII expansion adult only ,,"New Hampshire Healthy Families, Inc.",7/1/2019,6/30/2020,2020,121544148.0,139300621.0,257794.0,,0.0
NH,Medicaid Care Management ,Comprehensive MCO,All populations,,"New Hampshire Healthy Families, Inc.",7/1/2019,6/30/2020,2020,220755900.0,257898263.0,667838.0,,0.0
NH,Medicaid Care Management ,Comprehensive MCO,Group VIII expansion adult only ,,Well Sense Health Plan,7/1/2019,6/30/2020,2020,149145099.0,171671295.0,280381.0,,0.0
NH,Medicaid Care Management ,Comprehensive MCO,All populations,,Well Sense Health Plan,7/1/2019,6/30/2020,2020,270765428.0,301787440.0,772351.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,MLTSS only,,Aetna,7/1/2017,6/30/2018,2018,119875009.0,128221181.0,26733.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,All populations,,Aetna Better Health of NJ,7/1/2017,6/30/2018,2018,128409929.0,151070504.0,480684.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,All populations,,Amerigroup,7/1/2017,6/30/2018,2018,734567320.0,813096854.0,2240295.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,MLTSS only,,Amerigroup,7/1/2017,6/30/2018,2018,320793662.0,341190541.0,83001.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,All populations,,Horizon,7/1/2017,6/30/2018,2018,3756027843.0,3970813329.0,10363278.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,MLTSS only,,Horizon,7/1/2017,6/30/2018,2018,792912158.0,853072668.0,202762.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,All populations,,United,7/1/2017,6/30/2018,2018,1936012573.0,2096250444.0,5723845.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,MLTSS only,,United,7/1/2017,6/30/2018,2018,356568238.0,390086061.0,92402.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,All populations,,Wellcare,7/1/2017,6/30/2018,2018,249351991.0,269273647.0,707084.0,,0.0
NJ,NJ Family  Care,Comprehensive MCO + MLTSS,MLTSS only,,Wellcare,7/1/2017,6/30/2018,2018,273331283.0,300531846.0,78045.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,All populations,,Aetna,7/1/2018,6/30/2019,2019,198058944.0,221075420.0,614649.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS only,,Aetna,7/1/2018,6/30/2019,2019,159327138.0,172380543.0,36810.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,All populations,,Amerigroup,7/1/2018,6/30/2019,2019,714820024.0,770520476.0,2093257.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS only,,Amerigroup,7/1/2018,6/30/2019,2019,347519790.0,360247162.0,86016.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,All populations,,Horizon,7/1/2018,6/30/2019,2019,3886429550.0,4020976801.0,10149678.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS only,,Horizon,7/1/2018,6/30/2019,2019,925573477.0,976620019.0,229764.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,All populations,,UnitedHealthcare,7/1/2018,6/30/2019,2019,2003719711.0,2093959877.0,5515980.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS only,,UnitedHealthcare,7/1/2018,6/30/2019,2019,428475956.0,464768317.0,107618.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,All populations,,WellCare,7/1/2018,6/30/2019,2019,281728575.0,291216551.0,738888.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS only,,WellCare,7/1/2018,6/30/2019,2019,355877180.0,382366302.0,102708.0,,0.0
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS Only,,Aetna,7/1/2019,6/30/2020,2020,195043340.0,215239207.0,49443.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,Other,Acute care,Aetna,7/1/2019,6/30/2020,2020,275545484.0,289145458.0,1019926.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS Only,,Amerigroup,7/1/2019,6/30/2020,2020,378230095.0,401939968.0,96253.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,Other,Acute care,Amerigroup,7/1/2019,6/30/2020,2020,729624767.0,777499954.0,2254181.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS Only,,Horizon,7/1/2019,6/30/2020,2020,1024308210.0,1066732268.0,246550.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,Other,Acute care,Horizon,7/1/2019,6/30/2020,2020,3667829947.0,3830819546.0,10083138.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS Only,,UnitedHealthcare,7/1/2019,6/30/2020,2020,515147100.0,546535029.0,113181.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,Other,Acute care,UnitedHealthcare,7/1/2019,6/30/2020,2020,1690754897.0,1821331781.0,4818378.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,MLTSS Only,,WellCare,7/1/2019,6/30/2020,2020,428467313.0,465165373.0,124530.0,,
NJ,NJFamilyCare,Comprehensive MCO + MLTSS,Other,Acute care,WellCare,7/1/2019,6/30/2020,2020,311901679.0,318205861.0,809405.0,,
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Blue Cross Blue Shield,1/1/2018,12/31/2018,2018,358597949.0,374476152.0,729642.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Non-expansion adult only,,Blue Cross Blue Shield,1/1/2018,12/31/2018,2018,524631898.0,569406192.0,1057748.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Molina,1/1/2018,12/31/2018,2018,341566728.0,384811772.0,795433.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Non-expansion adult only,,Molina,1/1/2018,12/31/2018,2018,708429622.0,766887438.0,1752911.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Presbyterian Health,1/1/2018,12/31/2018,2018,366924697.0,409643058.0,930406.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Non-expansion adult only,,Presbyterian Health,1/1/2018,12/31/2018,2018,889608832.0,965251246.0,2064644.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,United ,1/1/2018,12/31/2018,2018,126682794.0,135703918.0,284391.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Non-expansion adult only,,United ,1/1/2018,12/31/2018,2018,313017798.0,356630543.0,414801.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Blue Cross Blue Shield,1/1/2019,12/31/2019,2019,562288562.0,569949567.0,1061658.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Non-expansion adult only,,Blue Cross Blue Shield,1/1/2019,12/31/2019,2019,924836808.0,960535520.0,1735710.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Presbyterian Health,1/1/2019,12/31/2019,2019,621550671.0,682152795.0,1497087.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Non-expansion adult only,,Presbyterian Health,1/1/2019,12/31/2019,2019,1462213644.0,1594729722.0,3007022.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Western Sky,1/1/2019,12/31/2019,2019,107017732.0,110259282.0,244108.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Non-expansion adult only,,Western Sky,1/1/2019,12/31/2019,2019,206152247.0,226915887.0,482801.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Blue Cross Blue Shield,1/1/2020,12/31/2020,2020,644091195.0,727623806.0,1147000.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Other,All other members,Blue Cross Blue Shield,1/1/2020,12/31/2020,2020,1043603861.0,1194435123.0,1901763.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Presbyterian Health,1/1/2020,12/31/2020,2020,731282218.0,813811037.0,1553877.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Other,All other members,Presbyterian Health,1/1/2020,12/31/2020,2020,1584496838.0,1728158870.0,3104397.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Group VIII expansion adult only ,,Western Sky,1/1/2020,12/31/2020,2020,153495697.0,155763534.0,299030.0,,0.0
NM,Centennial Care,Comprehensive MCO + MLTSS,Other,All other members,Western Sky,1/1/2020,12/31/2020,2020,251052883.0,290442893.0,520035.0,,0.0
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Anthem Blue Cross Blue Shield,7/1/2017,12/31/2017,2017,535652763.0,599131658.0,2169849.0,,
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Health Plan of Nevada,7/1/2017,12/31/2017,2017,405799933.0,454631969.0,1613272.0,,
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Silver Summit Health,7/1/2017,12/31/2017,2017,187782272.0,201130356.0,600207.0,,
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Anthem Blue Cross Blue Shield Healthcare Solutions,1/1/2018,12/31/2018,2018,535652763.0,599131658.0,2169849.0,,0.0
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Health Plan of Nevada,1/1/2018,12/31/2018,2018,779640107.0,864444951.0,3053393.0,,0.0
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Silver Summit Healthplan Inc.,1/1/2018,12/31/2018,2018,187782272.0,201130356.0,600207.0,,0.0
NV,Dental Benefits Administrator,Dental only,All populations,,Liberty Dental Plan of Nevada,1/1/2019,12/31/2019,2019,50492266.0,62537638.0,5483247.0,,3134972.0
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Anthem Blue Cross Blue Shield of Nevada,1/1/2019,12/31/2019,2019,577911467.0,648509398.0,2153536.0,,
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Health Plan of Nevada,1/1/2019,12/31/2019,2019,747579770.0,822816853.0,2721766.0,,
NV,Mandatory Health Maintenance Program,Comprehensive MCO,All populations,,Silver Summit Health Plan,1/1/2019,12/31/2019,2019,197150972.0,204448031.0,587421.0,,
NV,Dental Benefits Administrator ,Dental only,All populations,,"LIBERTY Dental Plan of Nevada, Inc.	",1/1/2020,12/31/2020,2020,51250940.0,68218822.0,6116959.0,,7923599.0
NV,Mandatory Health Maintenance Program ,Comprehensive MCO,All populations,,"Community Health Care Plan of Nevada, Inc	",1/1/2020,12/31/2020,2020,629444927.0,719157876.0,2477829.0,,0.0
NV,Mandatory Health Maintenance Program ,Comprehensive MCO,All populations,,Health Plan of Nevada	,1/1/2020,12/31/2020,2020,743621632.0,841359916.0,2935082.0,,0.0
NV,Mandatory Health Maintenance Program ,Comprehensive MCO,All populations,,SilverSummit Health Plan	,1/1/2020,12/31/2020,2020,198978872.0,225534867.0,692874.0,,0.0
NY,HARP,Comprehensive MCO,MH/SUD,,"Affinity Health Plan, Inc.",4/1/2018,3/31/2019,2019,110491359.0,137706046.0,57680.0,,8317445.0
NY,HARP,Comprehensive MCO,MH/SUD,,"Capital District Physicians Health Plan, Inc (CDPHP)",4/1/2018,3/31/2019,2019,64351697.0,70882859.0,39139.0,,0.0
NY,HARP,Comprehensive MCO,MH/SUD,,"Excellus Health Plan, Inc",4/1/2018,3/31/2019,2019,158327095.0,168220465.0,98474.0,,0.0
NY,HARP,Comprehensive MCO,MH/SUD,,Health Insurance Plan of Greater New York (Emblem),4/1/2018,3/31/2019,2019,120987777.0,138394353.0,59386.0,,0.0
NY,HARP,Comprehensive MCO,MH/SUD,,"Healthfirst PHSP, Inc.",4/1/2018,3/31/2019,2019,743655531.0,784210723.0,311696.0,,0.0
NY,HARP,Comprehensive MCO,MH/SUD,,"HealthPlus HP, LLC",4/1/2018,3/31/2019,2019,154158121.0,182938807.0,77628.0,,4372237.0
NY,HARP,Comprehensive MCO,MH/SUD,,"Independent Health Association, Inc",4/1/2018,3/31/2019,2019,50727544.0,52727599.0,26293.0,,0.0
NY,HARP,Comprehensive MCO,MH/SUD,,"MetroPlus Health Plan, Inc",4/1/2018,3/31/2019,2019,325308882.0,352789313.0,144556.0,,0.0
NY,HARP,Comprehensive MCO,MH/SUD,,"Molina Healthcare of New York, Inc.",4/1/2018,3/31/2019,2019,29319398.0,35156363.0,18977.0,,312892.0
NY,HARP,Comprehensive MCO,MH/SUD,,"MVP Health Plan, Inc.",4/1/2018,3/31/2019,2019,142827395.0,150995052.0,68035.0,,0.0
NY,HARP,Comprehensive MCO,MH/SUD,,New York Quality Healthcare Corporation (Fidelis Care),4/1/2018,3/31/2019,2019,747842394.0,879098920.0,421637.0,,34548588.0
NY,HARP,Comprehensive MCO,MH/SUD,,"United Healthcare of New York, Inc.",4/1/2018,3/31/2019,2019,168912299.0,213343164.0,100590.0,,16747438.0
NY,HARP,Comprehensive MCO,MH/SUD,,"YourCare Health Plan, Inc",4/1/2018,3/31/2019,2019,44483375.0,46367379.0,23253.0,,0.0
NY,HIV SNP,Comprehensive MCO + MLTSS,All populations,,Amida Care Inc.,4/1/2018,3/31/2019,2019,381455844.0,431224382.0,81926.0,,0.0
NY,HIV SNP,Comprehensive MCO + MLTSS,All populations,,"MetroPlus Health Plan, Inc",4/1/2018,3/31/2019,2019,205200138.0,220494590.0,49617.0,,0.0
NY,HIV SNP,Comprehensive MCO + MLTSS,All populations,,VNS (d/b/a VNSNY Choice) and Subsidiary,4/1/2018,3/31/2019,2019,174835837.0,203886112.0,39193.0,,0.0
NY,Managed Long-Term Care (MLTC),MLTSS only,MLTSS only,,"Aetna Better Health, Inc.",4/1/2018,3/31/2019,2019,366559932.0,379291272.0,78514.0,,0.0
